Date,SpecialSale,MonthlyNPS,WeekNum,WeekDay,WeekDayName,IndiaHolidays,ME_InternetUsers%,ME_MobileUsersPer100
4/30/2016,,51.8,18,6,Saturday,,29.54716289,86.95018782
5/1/2016,,47.3,19,7,Sunday,,29.54716289,86.95018782
5/2/2016,,47.3,19,1,Monday,,29.54716289,86.95018782
5/3/2016,,47.3,19,2,Tuesday,,29.54716289,86.95018782
5/4/2016,,47.3,19,3,Wednesday,,29.54716289,86.95018782
5/5/2016,,47.3,19,4,Thursday,,29.54716289,86.95018782
5/6/2016,,47.3,19,5,Friday,,29.54716289,86.95018782
5/7/2016,,47.3,19,6,Saturday,,29.54716289,86.95018782
5/8/2016,,47.3,20,7,Sunday,1,29.54716289,86.95018782
5/9/2016,,47.3,20,1,Monday,,29.54716289,86.95018782
5/10/2016,,47.3,20,2,Tuesday,,29.54716289,86.95018782
5/11/2016,,47.3,20,3,Wednesday,,29.54716289,86.95018782
5/12/2016,,47.3,20,4,Thursday,,29.54716289,86.95018782
5/13/2016,,47.3,20,5,Friday,,29.54716289,86.95018782
5/14/2016,,47.3,20,6,Saturday,,29.54716289,86.95018782
5/15/2016,,47.3,21,7,Sunday,,29.54716289,86.95018782
5/16/2016,,47.3,21,1,Monday,,29.54716289,86.95018782
5/17/2016,,47.3,21,2,Tuesday,,29.54716289,86.95018782
5/18/2016,,47.3,21,3,Wednesday,,29.54716289,86.95018782
5/19/2016,,47.3,21,4,Thursday,,29.54716289,86.95018782
5/20/2016,,47.3,21,5,Friday,,29.54716289,86.95018782
5/21/2016,,47.3,21,6,Saturday,1,29.54716289,86.95018782
5/22/2016,,47.3,22,7,Sunday,,29.54716289,86.95018782
5/23/2016,,47.3,22,1,Monday,,29.54716289,86.95018782
5/24/2016,,47.3,22,2,Tuesday,,29.54716289,86.95018782
5/25/2016,Pacman,47.3,22,3,Wednesday,,29.54716289,86.95018782
5/26/2016,Pacman,47.3,22,4,Thursday,,29.54716289,86.95018782
5/27/2016,Pacman,47.3,22,5,Friday,,29.54716289,86.95018782
5/28/2016,,47.3,22,6,Saturday,,29.54716289,86.95018782
5/29/2016,,47.3,23,7,Sunday,,29.54716289,86.95018782
5/30/2016,,47.3,23,1,Monday,,29.54716289,86.95018782
5/31/2016,,47.3,23,2,Tuesday,,29.54716289,86.95018782
6/1/2016,,50.5,23,3,Wednesday,,29.54716289,86.95018782
6/2/2016,,50.5,23,4,Thursday,,29.54716289,86.95018782
6/3/2016,,50.5,23,5,Friday,,29.54716289,86.95018782
6/4/2016,,50.5,23,6,Saturday,,29.54716289,86.95018782
6/5/2016,,50.5,24,7,Sunday,,29.54716289,86.95018782
6/6/2016,,50.5,24,1,Monday,,29.54716289,86.95018782
6/7/2016,,50.5,24,2,Tuesday,,29.54716289,86.95018782
6/8/2016,,50.5,24,3,Wednesday,,29.54716289,86.95018782
6/9/2016,,50.5,24,4,Thursday,,29.54716289,86.95018782
6/10/2016,,50.5,24,5,Friday,,29.54716289,86.95018782
6/11/2016,,50.5,24,6,Saturday,,29.54716289,86.95018782
6/12/2016,,50.5,25,7,Sunday,,29.54716289,86.95018782
6/13/2016,,50.5,25,1,Monday,,29.54716289,86.95018782
6/14/2016,,50.5,25,2,Tuesday,,29.54716289,86.95018782
6/15/2016,,50.5,25,3,Wednesday,,29.54716289,86.95018782
6/16/2016,,50.5,25,4,Thursday,,29.54716289,86.95018782
6/17/2016,,50.5,25,5,Friday,,29.54716289,86.95018782
6/18/2016,,50.5,25,6,Saturday,,29.54716289,86.95018782
6/19/2016,,50.5,26,7,Sunday,,29.54716289,86.95018782
6/20/2016,,50.5,26,1,Monday,,29.54716289,86.95018782
6/21/2016,,50.5,26,2,Tuesday,,29.54716289,86.95018782
6/22/2016,,50.5,26,3,Wednesday,,29.54716289,86.95018782
6/23/2016,,50.5,26,4,Thursday,,29.54716289,86.95018782
6/24/2016,,50.5,26,5,Friday,,29.54716289,86.95018782
6/25/2016,,50.5,26,6,Saturday,,29.54716289,86.95018782
6/26/2016,,50.5,27,7,Sunday,,29.54716289,86.95018782
6/27/2016,,50.5,27,1,Monday,,29.54716289,86.95018782
6/28/2016,,50.5,27,2,Tuesday,,29.54716289,86.95018782
6/29/2016,,50.5,27,3,Wednesday,,29.54716289,86.95018782
6/30/2016,,50.5,27,4,Thursday,,29.54716289,86.95018782
7/1/2016,,,27,5,Friday,1,29.54716289,86.95018782
7/2/2016,,,27,6,Saturday,,29.54716289,86.95018782
7/3/2016,,,28,7,Sunday,,29.54716289,86.95018782
7/4/2016,,,28,1,Monday,,29.54716289,86.95018782
7/5/2016,,,28,2,Tuesday,,29.54716289,86.95018782
7/6/2016,,,28,3,Wednesday,1,29.54716289,86.95018782
7/7/2016,,,28,4,Thursday,,29.54716289,86.95018782
7/8/2016,,,28,5,Friday,1,29.54716289,86.95018782
7/9/2016,,,28,6,Saturday,,29.54716289,86.95018782
7/10/2016,,,29,7,Sunday,,29.54716289,86.95018782
7/11/2016,,,29,1,Monday,,29.54716289,86.95018782
7/12/2016,,,29,2,Tuesday,,29.54716289,86.95018782
7/13/2016,,,29,3,Wednesday,,29.54716289,86.95018782
7/14/2016,,,29,4,Thursday,,29.54716289,86.95018782
7/15/2016,,,29,5,Friday,,29.54716289,86.95018782
7/16/2016,,,29,6,Saturday,,29.54716289,86.95018782
7/17/2016,,,30,7,Sunday,,29.54716289,86.95018782
7/18/2016,,,30,1,Monday,,29.54716289,86.95018782
7/19/2016,,,30,2,Tuesday,,29.54716289,86.95018782
7/20/2016,,,30,3,Wednesday,,29.54716289,86.95018782
7/21/2016,,,30,4,Thursday,,29.54716289,86.95018782
7/22/2016,,,30,5,Friday,,29.54716289,86.95018782
7/23/2016,,,30,6,Saturday,,29.54716289,86.95018782
7/24/2016,,,31,7,Sunday,,29.54716289,86.95018782
7/25/2016,,,31,1,Monday,,29.54716289,86.95018782
7/26/2016,,,31,2,Tuesday,,29.54716289,86.95018782
7/27/2016,,,31,3,Wednesday,,29.54716289,86.95018782
7/28/2016,,,31,4,Thursday,,29.54716289,86.95018782
7/29/2016,,,31,5,Friday,,29.54716289,86.95018782
7/30/2016,,,31,6,Saturday,,29.54716289,86.95018782
7/31/2016,,,32,7,Sunday,,29.54716289,86.95018782
8/1/2016,,,32,1,Monday,,29.54716289,86.95018782
8/2/2016,,,32,2,Tuesday,,29.54716289,86.95018782
8/3/2016,,,32,3,Wednesday,,29.54716289,86.95018782
8/4/2016,,,32,4,Thursday,,29.54716289,86.95018782
8/5/2016,,,32,5,Friday,,29.54716289,86.95018782
8/6/2016,,,32,6,Saturday,,29.54716289,86.95018782
8/7/2016,,,33,7,Sunday,,29.54716289,86.95018782
8/8/2016,,,33,1,Monday,,29.54716289,86.95018782
8/9/2016,,,33,2,Tuesday,,29.54716289,86.95018782
8/10/2016,,,33,3,Wednesday,,29.54716289,86.95018782
8/11/2016,,,33,4,Thursday,,29.54716289,86.95018782
8/12/2016,,,33,5,Friday,,29.54716289,86.95018782
8/13/2016,,,33,6,Saturday,,29.54716289,86.95018782
8/14/2016,,,34,7,Sunday,,29.54716289,86.95018782
8/15/2016,,,34,1,Monday,1,29.54716289,86.95018782
8/16/2016,,,34,2,Tuesday,,29.54716289,86.95018782
8/17/2016,,,34,3,Wednesday,,29.54716289,86.95018782
8/18/2016,,,34,4,Thursday,1,29.54716289,86.95018782
8/19/2016,,,34,5,Friday,,29.54716289,86.95018782
8/20/2016,,,34,6,Saturday,,29.54716289,86.95018782
8/21/2016,,,35,7,Sunday,,29.54716289,86.95018782
8/22/2016,,,35,1,Monday,,29.54716289,86.95018782
8/23/2016,,,35,2,Tuesday,,29.54716289,86.95018782
8/24/2016,,,35,3,Wednesday,,29.54716289,86.95018782
8/25/2016,,,35,4,Thursday,1,29.54716289,86.95018782
8/26/2016,,,35,5,Friday,,29.54716289,86.95018782
8/27/2016,,,35,6,Saturday,,29.54716289,86.95018782
8/28/2016,,,36,7,Sunday,,29.54716289,86.95018782
8/29/2016,,,36,1,Monday,,29.54716289,86.95018782
8/30/2016,,,36,2,Tuesday,,29.54716289,86.95018782
8/31/2016,,,36,3,Wednesday,,29.54716289,86.95018782
9/1/2016,,,36,4,Thursday,,29.54716289,86.95018782
9/2/2016,,,36,5,Friday,,29.54716289,86.95018782
9/3/2016,,,36,6,Saturday,,29.54716289,86.95018782
9/4/2016,,,37,7,Sunday,,29.54716289,86.95018782
9/5/2016,,,37,1,Monday,1,29.54716289,86.95018782
9/6/2016,,,37,2,Tuesday,,29.54716289,86.95018782
9/7/2016,,,37,3,Wednesday,,29.54716289,86.95018782
9/8/2016,,,37,4,Thursday,,29.54716289,86.95018782
9/9/2016,,,37,5,Friday,,29.54716289,86.95018782
9/10/2016,,,37,6,Saturday,,29.54716289,86.95018782
9/11/2016,,,38,7,Sunday,,29.54716289,86.95018782
9/12/2016,,,38,1,Monday,1,29.54716289,86.95018782
9/13/2016,,,38,2,Tuesday,,29.54716289,86.95018782
9/14/2016,,,38,3,Wednesday,1,29.54716289,86.95018782
9/15/2016,,,38,4,Thursday,,29.54716289,86.95018782
9/16/2016,,,38,5,Friday,,29.54716289,86.95018782
9/17/2016,,,38,6,Saturday,,29.54716289,86.95018782
9/18/2016,,,39,7,Sunday,,29.54716289,86.95018782
9/19/2016,,,39,1,Monday,,29.54716289,86.95018782
9/20/2016,,,39,2,Tuesday,,29.54716289,86.95018782
9/21/2016,,,39,3,Wednesday,,29.54716289,86.95018782
9/22/2016,,,39,4,Thursday,,29.54716289,86.95018782
9/23/2016,,,39,5,Friday,,29.54716289,86.95018782
9/24/2016,,,39,6,Saturday,,29.54716289,86.95018782
9/25/2016,,,40,7,Sunday,,29.54716289,86.95018782
9/26/2016,,,40,1,Monday,,29.54716289,86.95018782
9/27/2016,,,40,2,Tuesday,,29.54716289,86.95018782
9/28/2016,,,40,3,Wednesday,,29.54716289,86.95018782
9/29/2016,,,40,4,Thursday,,29.54716289,86.95018782
9/30/2016,,,40,5,Friday,,29.54716289,86.95018782
10/1/2016,,,40,6,Saturday,,29.54716289,86.95018782
10/2/2016,,,41,7,Sunday,1,29.54716289,86.95018782
10/3/2016,,,41,1,Monday,,29.54716289,86.95018782
10/4/2016,,,41,2,Tuesday,,29.54716289,86.95018782
10/5/2016,,,41,3,Wednesday,,29.54716289,86.95018782
10/6/2016,,,41,4,Thursday,,29.54716289,86.95018782
10/7/2016,,,41,5,Friday,,29.54716289,86.95018782
10/8/2016,,,41,6,Saturday,,29.54716289,86.95018782
10/9/2016,,,42,7,Sunday,,29.54716289,86.95018782
10/10/2016,,,42,1,Monday,,29.54716289,86.95018782
10/11/2016,,,42,2,Tuesday,1,29.54716289,86.95018782
10/12/2016,,,42,3,Wednesday,1,29.54716289,86.95018782
10/13/2016,,,42,4,Thursday,,29.54716289,86.95018782
10/14/2016,,,42,5,Friday,,29.54716289,86.95018782
10/15/2016,,,42,6,Saturday,,29.54716289,86.95018782
10/16/2016,,,43,7,Sunday,1,29.54716289,86.95018782
10/17/2016,,,43,1,Monday,,29.54716289,86.95018782
10/18/2016,,,43,2,Tuesday,,29.54716289,86.95018782
10/19/2016,,,43,3,Wednesday,1,29.54716289,86.95018782
10/20/2016,,,43,4,Thursday,,29.54716289,86.95018782
10/21/2016,,,43,5,Friday,,29.54716289,86.95018782
10/22/2016,,,43,6,Saturday,,29.54716289,86.95018782
10/23/2016,,,44,7,Sunday,,29.54716289,86.95018782
10/24/2016,,,44,1,Monday,,29.54716289,86.95018782
10/25/2016,,,44,2,Tuesday,,29.54716289,86.95018782
10/26/2016,,,44,3,Wednesday,,29.54716289,86.95018782
10/27/2016,,,44,4,Thursday,,29.54716289,86.95018782
10/28/2016,,,44,5,Friday,,29.54716289,86.95018782
10/29/2016,,,44,6,Saturday,1,29.54716289,86.95018782
10/30/2016,,,45,7,Sunday,1,29.54716289,86.95018782
10/31/2016,,,45,1,Monday,1,29.54716289,86.95018782
11/1/2016,,,45,2,Tuesday,1,29.54716289,86.95018782
11/2/2016,,,45,3,Wednesday,,29.54716289,86.95018782
11/3/2016,,,45,4,Thursday,,29.54716289,86.95018782
11/4/2016,,,45,5,Friday,,29.54716289,86.95018782
11/5/2016,,,45,6,Saturday,,29.54716289,86.95018782
11/6/2016,,,46,7,Sunday,1,29.54716289,86.95018782
11/7/2016,,,46,1,Monday,,29.54716289,86.95018782
11/8/2016,,,46,2,Tuesday,,29.54716289,86.95018782
11/9/2016,,,46,3,Wednesday,,29.54716289,86.95018782
11/10/2016,,,46,4,Thursday,,29.54716289,86.95018782
11/11/2016,,,46,5,Friday,,29.54716289,86.95018782
11/12/2016,,,46,6,Saturday,,29.54716289,86.95018782
11/13/2016,,,47,7,Sunday,,29.54716289,86.95018782
11/14/2016,,,47,1,Monday,,29.54716289,86.95018782
11/15/2016,,,47,2,Tuesday,,29.54716289,86.95018782
11/16/2016,,,47,3,Wednesday,,29.54716289,86.95018782
11/17/2016,,,47,4,Thursday,,29.54716289,86.95018782
11/18/2016,,,47,5,Friday,,29.54716289,86.95018782
11/19/2016,,,47,6,Saturday,,29.54716289,86.95018782
11/20/2016,,,48,7,Sunday,,29.54716289,86.95018782
11/21/2016,,,48,1,Monday,,29.54716289,86.95018782
11/22/2016,,,48,2,Tuesday,,29.54716289,86.95018782
11/23/2016,,,48,3,Wednesday,,29.54716289,86.95018782
11/24/2016,,,48,4,Thursday,1,29.54716289,86.95018782
11/25/2016,,,48,5,Friday,,29.54716289,86.95018782
11/26/2016,,,48,6,Saturday,,29.54716289,86.95018782
11/27/2016,,,49,7,Sunday,,29.54716289,86.95018782
11/28/2016,,,49,1,Monday,,29.54716289,86.95018782
11/29/2016,,,49,2,Tuesday,,29.54716289,86.95018782
11/30/2016,,,49,3,Wednesday,,29.54716289,86.95018782
12/1/2016,,,49,4,Thursday,,29.54716289,86.95018782
12/2/2016,,,49,5,Friday,,29.54716289,86.95018782
12/3/2016,,,49,6,Saturday,,29.54716289,86.95018782
12/4/2016,,,50,7,Sunday,,29.54716289,86.95018782
12/5/2016,,,50,1,Monday,,29.54716289,86.95018782
12/6/2016,,,50,2,Tuesday,,29.54716289,86.95018782
12/7/2016,,,50,3,Wednesday,,29.54716289,86.95018782
12/8/2016,,,50,4,Thursday,,29.54716289,86.95018782
12/9/2016,,,50,5,Friday,,29.54716289,86.95018782
12/10/2016,,,50,6,Saturday,,29.54716289,86.95018782
12/11/2016,,,51,7,Sunday,,29.54716289,86.95018782
12/12/2016,,,51,1,Monday,,29.54716289,86.95018782
12/13/2016,,,51,2,Tuesday,1,29.54716289,86.95018782
12/14/2016,,,51,3,Wednesday,,29.54716289,86.95018782
12/15/2016,,,51,4,Thursday,,29.54716289,86.95018782
12/16/2016,,,51,5,Friday,,29.54716289,86.95018782
12/17/2016,,,51,6,Saturday,,29.54716289,86.95018782
12/18/2016,,,52,7,Sunday,,29.54716289,86.95018782
12/19/2016,,,52,1,Monday,,29.54716289,86.95018782
12/20/2016,,,52,2,Tuesday,,29.54716289,86.95018782
12/21/2016,,,52,3,Wednesday,,29.54716289,86.95018782
12/22/2016,,,52,4,Thursday,,29.54716289,86.95018782
12/23/2016,,,52,5,Friday,,29.54716289,86.95018782
12/24/2016,,,52,6,Saturday,1,29.54716289,86.95018782
12/25/2016,,,53,7,Sunday,1,29.54716289,86.95018782
12/26/2016,,,53,1,Monday,,29.54716289,86.95018782
12/27/2016,,,53,2,Tuesday,,29.54716289,86.95018782
12/28/2016,,,53,3,Wednesday,,29.54716289,86.95018782
12/29/2016,,,53,4,Thursday,,29.54716289,86.95018782
12/30/2016,,,53,5,Friday,,29.54716289,86.95018782
12/31/2016,,,53,6,Saturday,,29.54716289,86.95018782
